0, 663.987
1, 780.831
2, 910.903
3, 1004.41
4, 1033.55
5, 1008.11
6, 1005.22
7, 1159.4
8, 1799.19
9, 4032.4
10, 8085.81
11, 9971.63
12, 10626.9
13, 16686.9
14, 29997.2
15, 25981.3
16, 7327.53
17, 1039.45
18, 558.79
19, 467.421
20, 429.885
21, 405.283
22, 391.267
23, 379.693
24, 371.27
25, 363.949
26, 356.464
27, 355.201
28, 353.144
29, 350.294
30, 348.396
31, 348.224
32, 347.287
33, 342.691
34, 343.79
35, 339.02
36, 341.1
37, 338.802
38, 336.77
39, 335.804
40, 336.272
41, 336.74
42, 339.5
43, 336.848
44, 330.954
45, 334.908
46, 331.048
47, 331.648
48, 327.951
49, 330.983
50, 327.213
51, 326.246
52, 327.079
53, 326.322
54, 326.834
55, 324.647
56, 320.147
57, 320.028
58, 317.262
59, 316.341
60, 319.468
61, 315.701
62, 315.998
63, 314.774
64, 317.029
65, 317.984
66, 315.507
67, 313.396
68, 317.125
69, 313.462
70, 311.719
71, 312.3
72, 311.574
73, 309.824
74, 313.971
75, 314.188
76, 312.993
77, 312.234
78, 313.605
79, 314.92
80, 313.499
81, 311.991
82, 317.107
83, 330.686
84, 353.51
85, 366.426
86, 366.972
87, 398.083
88, 461.752
89, 450.907
90, 355.326
91, 314.806
92, 308.694
93, 309.528
94, 307.492
95, 309.32
96, 305.815
97, 304.942
98, 307.432
99, 303.797
100, 304.06
101, 303.924
102, 302.959
103, 300.361
104, 301.901
105, 304.659
106, 302.664
107, 301.294
108, 302.809
109, 305.699
110, 304.79
111, 306.172
112, 306.076
113, 305.241
114, 304.422
115, 303.888
116, 301.681
117, 303.127
118, 302.326
119, 302.381
120, 302.55
121, 307.728
122, 309.28
123, 305.326
124, 303.928
125, 305.753
126, 304.841
127, 306.029
128, 303.169
129, 305.307
130, 304.549
131, 307.437
132, 306.447
133, 306.815
134, 304.821
135, 306.643
136, 306.686
137, 305.178
138, 304.895
139, 304.222
140, 306.021
141, 307.399
142, 303.009
143, 304.013
144, 303.492
145, 304.888
146, 306.976
147, 303.441
148, 301.617
149, 306.4
150, 305.12
151, 304.602
152, 306.26
153, 303.59
154, 304.389
155, 303.263
156, 307.14
157, 304.275
158, 305.137
159, 306.421
160, 304.911
161, 304.255
162, 303.279
163, 301.16
164, 301.919
165, 300.569
166, 303.008
167, 301.833
168, 303.449
169, 302.831
170, 304.411
171, 302.298
172, 297.671
173, 301.513
174, 301.486
175, 301.796
176, 301.213
177, 302.858
178, 299.857
179, 302.562
180, 303.354
181, 300.53
182, 301.304
183, 299.888
184, 299.978
185, 302.697
186, 302.519
187, 296.89
188, 301.686
189, 301.735
190, 301.316
191, 299.688
192, 299.094
193, 300.115
194, 302.396
195, 298.326
196, 298.794
197, 299.693
198, 300.233
199, 302.095
200, 302.064
201, 300.864
202, 298
203, 298.193
204, 295.905
205, 298.858
206, 298.807
207, 296.519
208, 298.987
209, 298.641
210, 299.453
211, 296.132
212, 298.473
213, 299.567
214, 301.69
215, 299.234
216, 300.257
217, 301.09
218, 300.751
219, 302.154
220, 300.749
221, 300.085
222, 302.474
223, 301.33
224, 298.072
225, 300.836
226, 301.879
227, 300.453
228, 301.9
229, 302.939
230, 301.912
231, 301.111
232, 303.66
233, 303.548
234, 303.424
235, 300.911
236, 304.374
237, 302.296
238, 305.976
239, 303.941
240, 303.634
241, 302.653
242, 303.087
243, 302.523
244, 301.568
245, 305.515
246, 301.997
247, 303.836
248, 304.597
249, 306.287
250, 304.492
251, 304.352
252, 306.074
253, 305.42
254, 304.839
255, 308.229
256, 308.692
257, 307.923
258, 308.477
259, 308.621
260, 309.514
261, 308.016
262, 308.035
263, 309.248
264, 305.531
265, 305.713
266, 303.854
267, 305.507
268, 304.511
269, 301.179
270, 303.326
271, 303.373
272, 305.04
273, 303.189
274, 300.159
275, 305.979
276, 305.872
277, 304.556
278, 301.326
279, 304.906
280, 306.119
281, 307.102
282, 306.295
283, 303.541
284, 307.562
285, 306.718
286, 306.74
287, 306.307
288, 302.493
289, 307.975
290, 306.47
291, 306.839
292, 306.762
293, 304.941
294, 304.069
295, 305.345
296, 302.474
297, 308.462
298, 308.821
299, 313.093
300, 311.884
301, 316.07
302, 318.016
303, 314.236
304, 309.215
305, 308.93
306, 308.794
307, 308.643
308, 307.255
309, 306.779
310, 306.332
311, 307.924
312, 308.455
313, 306.805
314, 307.477
315, 303.33
316, 303.308
317, 303.506
318, 302.911
319, 301.925
320, 302.089
321, 302.201
322, 302.932
323, 300.683
324, 301.631
325, 303.608
326, 301.609
327, 301.208
328, 301.168
329, 302.588
330, 299.89
331, 300.023
332, 300.508
333, 302.418
334, 301.482
335, 302.967
336, 302.101
337, 301.179
338, 301.452
339, 301.609
340, 299.328
341, 300.251
342, 300.663
343, 301.242
344, 300.192
345, 303.256
346, 303.306
347, 304.17
348, 304.964
349, 303.347
350, 300.257
351, 304.124
352, 301.884
353, 305.35
354, 305.45
355, 302.748
356, 305.413
357, 303.112
358, 304.107
359, 306.027
360, 306.52
361, 306.823
362, 306.225
363, 307.436
364, 309.639
365, 309.222
366, 307.37
367, 309.988
368, 311.05
369, 311.759
370, 309.815
371, 308.749
372, 312.054
373, 313.285
374, 312.442
375, 314.018
376, 316.056
377, 315.702
378, 313.063
379, 318.935
380, 318.469
381, 319.659
382, 322.06
383, 320.38
384, 320.273
385, 321.562
386, 321.209
387, 323.472
388, 325.38
389, 328.02
390, 327.94
391, 330.576
392, 333.62
393, 334.269
394, 335.529
395, 337.494
396, 343.444
397, 344.914
398, 347.762
399, 352.969
400, 363.745
401, 373.487
402, 387.536
403, 408.598
404, 441.71
405, 498.454
406, 603.353
407, 884.378
408, 2232.14
409, 8942.49
410, 18289.1
411, 20609.5
412, 22369.8
413, 34391.7
414, 40046.9
415, 26709.3
416, 9301.68
417, 1664.58
418, 731.739
419, 557.335
420, 486.073
421, 446.425
422, 420.523
423, 399.937
424, 387.185
425, 376.866
426, 369.484
427, 359.517
428, 358.442
429, 355.86
430, 350.714
431, 347.824
432, 341.297
433, 343.143
434, 340.866
435, 340.756
436, 338.697
437, 334.327
438, 335.888
439, 335.917
440, 330.125
441, 332.087
442, 333.055
443, 328.191
444, 327.664
445, 328.663
446, 325.252
447, 327.698
448, 324.003
449, 321.787
450, 319.953
451, 321.245
452, 318.198
453, 320.669
454, 319.78
455, 315.839
456, 317.586
457, 317.552
458, 314.915
459, 315.775
460, 316.567
461, 314.81
462, 314.738
463, 313.909
464, 311.823
465, 312.504
466, 313.701
467, 313.42
468, 308.655
469, 310.331
470, 309.552
471, 310.82
472, 311.282
473, 309.6
474, 311.972
475, 308.759
476, 310.045
477, 309.53
478, 308.021
479, 305.995
480, 309.651
481, 307.204
482, 309.392
483, 307.552
484, 304.699
485, 305.374
486, 305.077
487, 305.9
488, 303.535
489, 303.369
490, 304.276
491, 304.02
492, 302.73
493, 302.625
494, 302.493
495, 300.021
496, 303.573
497, 302.642
498, 300.902
499, 304.307
500, 302.828
501, 301.913
502, 304.067
503, 303.092
504, 302.302
505, 300.572
506, 302.42
507, 301.922
508, 299.459
509, 299.049
510, 298.393
511, 299.487
512, 300.576
513, 296.16
514, 296.853
515, 297.386
516, 299.604
517, 297.42
518, 296.306
519, 299.027
520, 295.709
521, 295.827
522, 296.106
523, 296.948
524, 293.008
525, 294.627
526, 294.43
527, 298.152
528, 294.315
529, 297.493
530, 296.219
531, 294.945
532, 296.412
533, 294.601
534, 291.411
535, 293.825
536, 297.624
537, 294.493
538, 296.74
539, 295.828
540, 294.538
541, 295.364
542, 295.545
543, 295.515
544, 292.633
545, 294.433
546, 295.157
547, 292.935
548, 291.182
549, 294.576
550, 292.888
551, 292.895
552, 291.595
553, 294.474
554, 293.19
555, 296.257
556, 296.182
557, 295.881
558, 296.468
559, 299.088
560, 298.664
561, 295.541
562, 300.051
563, 297.527
564, 294.127
565, 297.551
566, 297.69
567, 296.737
568, 295.256
569, 297.187
570, 295.28
571, 293.299
572, 294.637
573, 296.683
574, 293.435
575, 293.325
576, 292.797
577, 291.953
578, 290.714
579, 292.062
580, 293.099
581, 290.152
582, 291.391
583, 293.92
584, 291.406
585, 291.649
586, 294.84
587, 290.384
588, 293.196
589, 292.428
590, 292.668
591, 293.905
592, 291.847
593, 294.363
594, 291.803
595, 295.233
596, 288.841
597, 293.032
598, 289.44
599, 291.947
600, 294.105
601, 292.05
602, 291.208
603, 292.087
604, 293.467
605, 292.598
606, 292.228
607, 292.715
608, 294.081
609, 289.174
610, 292.533
611, 291.468
612, 291.17
613, 293.087
614, 289.217
615, 291.981
616, 292.013
617, 289.999
618, 288.437
619, 291.914
620, 290.979
621, 290.702
622, 292.822
623, 290.318
624, 291.794
625, 292.78
626, 291.501
627, 290.343
628, 289.648
629, 290.81
630, 292.506
631, 291.918
632, 291.087
633, 294.625
634, 291.882
635, 293.849
636, 299.039
637, 300.585
638, 299.944
639, 306.916
640, 306.36
641, 300.805
642, 297.543
643, 291.438
644, 293.107
645, 290.769
646, 290.549
647, 292.708
648, 291.288
649, 290.872
650, 292.263
651, 290.816
652, 291.262
653, 290.694
654, 290.886
655, 294.084
656, 293.63
657, 291.382
658, 292.485
659, 293.328
660, 292.505
661, 293.16
662, 292.686
663, 294.685
664, 291.9
665, 293.159
666, 294.471
667, 290.257
668, 294.109
669, 292.558
670, 293.036
671, 294.395
672, 291.46
673, 292.543
674, 292.504
675, 293.2
676, 290.598
677, 293.979
678, 292.91
679, 293.585
680, 294.88
681, 296.352
682, 297.557
683, 295.627
684, 294.467
685, 296.717
686, 296.516
687, 296.412
688, 296.715
689, 295.637
690, 296.32
691, 295.759
692, 301
693, 299.487
694, 298.171
695, 298.96
696, 298.444
697, 300.702
698, 300.586
699, 297.561
700, 301.682
701, 303.111
702, 299.695
703, 301.231
704, 302.533
705, 301.749
706, 301.418
707, 304.725
708, 302.95
709, 303.636
710, 303.348
711, 304.054
712, 306.605
713, 307.108
714, 307.89
715, 308.539
716, 309.658
717, 309.298
718, 307.71
719, 311.356
720, 314.951
721, 312.989
722, 317.535
723, 321.773
724, 319.284
725, 326.273
726, 330.178
727, 335.871
728, 343.61
729, 361.193
730, 403.194
731, 618.76
732, 1729.35
733, 4013.8
734, 5291.61
735, 5413.38
736, 6576.08
737, 7894.12
738, 6455.85
739, 4444.18
740, 3167.04
741, 1509.33
742, 675.432
743, 463.302
744, 403.201
745, 377.447
746, 363.423
747, 352.228
748, 346.115
749, 346.159
750, 351.883
751, 363.704
752, 417.914
753, 693.572
754, 1959.32
755, 4132.69
756, 5262.41
757, 5464.27
758, 6805.14
759, 7947.11
760, 6209.59
761, 4218.77
762, 2985.8
763, 1512.04
764, 715.594
